2020/4/21 1:00:00,9.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.8,8,南西,8,1,0,8,1,1004.3,8,1,1007.2,8,1,100,8,1,11.7,8,1,9.3,8,1,,0,1,,0,1,,0,1
2020/4/21 2:00:00,9.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.7,8,南,8,1,0,8,1,1004.1,8,1,1007.0,8,1,100,8,1,11.6,8,1,9.1,8,1,,0,1,,0,1,,0,1
2020/4/21 3:00:00,10.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.7,8,北西,8,1,0,8,1,1004.0,8,1,1006.9,8,1,100,8,1,12.4,8,1,10.1,8,1,2,8,1,7,8,1,15.0,8,1
2020/4/21 4:00:00,10.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.8,8,南南西,8,1,0,8,1,1004.3,8,1,1007.2,8,1,100,8,1,12.4,8,1,10.1,8,1,,0,1,,0,1,,0,1
2020/4/21 5:00:00,9.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.1,8,北北東,8,1,0.00,8,1,1004.7,8,1,1007.6,8,1,100,8,1,12.1,8,1,9.8,8,1,,0,1,,0,1,,0,1
2020/4/21 6:00:00,11.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,0.4,8,南南西,8,1,0.07,8,1,1005.1,8,1,1008.0,8,1,100,8,1,13.1,8,1,11.0,8,1,4,8,1,9,8,1,15.0,8,1
2020/4/21 7:00:00,12.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,0.8,8,北,8,1,0.33,8,1,1005.6,8,1,1008.5,8,1,99,8,1,14.1,8,1,12.1,8,1,,0,1,,0,1,,0,1
2020/4/21 8:00:00,12.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,0.3,8,北,8,1,0.59,8,1,1006.0,8,1,1008.9,8,1,90,8,1,13.2,8,1,11.1,8,1,,0,1,,0,1,,0,1
2020/4/21 9:00:00,13.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,1.6,8,東南東,8,1,0.95,8,1,1006.0,8,1,1008.9,8,1,82,8,1,12.9,8,1,10.7,8,1,4,8,1,10-,8,1,20.0,8,1
2020/4/21 10:00:00,15.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.1,0,8,1,2.1,8,南,8,1,1.87,8,1,1006.1,8,1,1009.0,8,1,74,8,1,13.4,8,1,11.3,8,1,,0,1,,0,1,,0,1
